谍影重重5,ftp://ygdy8:ygdy8@y153.dydytt.net:9160/[阳光电影www.ygdy8.com].谍影重重5.BD.720p.国英双语.中英双字幕.mkv
谍影重重5,ftp://ygdy8:ygdy8@y219.dydytt.net:9200/[阳光电影www.ygdy8.com].谍影重重5.BD.720p.中英双字幕.mkv
自杀小队加长版,ftp://ygdy8:ygdy8@y153.dydytt.net:9155/[阳光电影www.ygdy8.com].自杀小队(加长版).HD.720p.中英双字幕.rmvb
海伦娜之路/决斗,ftp://ygdy8:ygdy8@y219.dydytt.net:9150/[阳光电影www.ygdy8.com].海伦娜之路.BD.720p.中英双字幕.rmvb
真相背后,ftp://ygdy8:ygdy8@y219.dydytt.net:9206/[阳光电影www.ygdy8.com].真相背后.BD.720p.中英双字幕.mkv
亡命徒与天使,ftp://ygdy8:ygdy8@y219.dydytt.net:9207/[阳光电影www.ygdy8.com].亡命徒与天使.BD.720p.中英双字幕.rmvb
夺命交易员,ftp://ygdy8:ygdy8@y219.dydytt.net:8125/[阳光电影www.ygdy8.com].夺命交易员.BD.720p.中英双字幕.rmvb
六弄咖啡馆,ftp://ygdy8:ygdy8@y153.dydytt.net:9154/[阳光电影www.ygdy8.com].六弄咖啡馆.BD.720p.国语中字.mkv
六弄咖啡馆,ftp://ygdy8:ygdy8@y153.dydytt.net:9154/[阳光电影www.ygdy8.com].六弄咖啡馆.BD.720p.国语中字.mkv
自杀小队,ftp://ygdy8:ygdy8@y153.dydytt.net:9153/[阳光电影www.ygdy8.com].自杀小队.HD.720p.中英双字幕.rmvb
久保与二弦琴,ftp://ygdy8:ygdy8@y153.dydytt.net:9150/[阳光电影www.ygdy8.com].久保与二弦琴.BD.720p.中英双字幕.rmvb
机械师2：复活,ftp://ygdy8:ygdy8@y219.dydytt.net:8193/[阳光电影www.ygdy8.com].机械师2：复活.BD.720p.中英双字幕.rmvb
赴汤蹈火,ftp://ygdy8:ygdy8@y219.dydytt.net:8192/[阳光电影www.ygdy8.com].赴汤蹈火.BD.720p.中英双字幕.rmvb
圆梦巨人,ftp://ygdy8:ygdy8@y153.dydytt.net:8210/[阳光电影www.ygdy8.com].圆梦巨人.BD.720p.国英双语.中英双字幕.mkv
军火贩,ftp://ygdy8:ygdy8@y219.dydytt.net:8196/[阳光电影www.ygdy8.com].军火贩.BD.720p.中英双字幕.rmvb
大话西游3,ftp://ygdy8:ygdy8@y153.dydytt.net:9149/[阳光电影www.ygdy8.com].大话西游3.BD.720p.国粤双语中字.mkv
名侦探柯南：纯黑的噩梦,ftp://ygdy8:ygdy8@y153.dydytt.net:8203/[阳光电影www.ygdy8.com].名侦探柯南：纯黑的噩梦.BD.720p.日语中字.rmvb
老板/恶魔波士,ftp://ygdy8:ygdy8@y153.dydytt.net:9089/[阳光电影www.ygdy8.com].老板.BD.720p.中英双字幕.rmvb
暗色天堂,ftp://ygdy8:ygdy8@y219.dydytt.net:9198/[无极电影-www.wujidy.com].暗色天堂.BD.720p.国粤双语中字.mkv
谍影重重5,ftp://ygdy8:ygdy8@y219.dydytt.net:9197/[阳光电影www.ygdy8.com].谍影重重5.HD.720p.中英双字幕.rmvb
六弄咖啡馆,ftp://ygdy8:ygdy8@y219.dydytt.net:8186/[无极电影-www.wujidy.com].六弄咖啡馆.HD.720p.国语中字.rmvb
我要复仇,ftp://ygdy8:ygdy8@y153.dydytt.net:9087/[阳光电影www.ygdy8.com].我要复仇.BD.720p.中文字幕.rmvb
我的特工爷爷,ftp://ygdy8:ygdy8@y219.dydytt.net:8120/[阳光电影www.ygdy8.com].我的特工爷爷.BD.720p.国粤双语中字.mkv
特朗勃/好莱坞的黑名单,ftp://ygdy8:ygdy8@y219.dydytt.net:8116/[阳光电影www.ygdy8.com].特朗勃.BD.720p.中英双字幕.rmvb
初恋这首情歌,ftp://ygdy8:ygdy8@y219.dydytt.net:8112/[阳光电影www.ygdy8.com].初恋这首情歌.BD.720p.中英双字幕.rmvb
夜孔雀,ftp://ygdy8:ygdy8@y153.dydytt.net:9083/[阳光电影www.ygdy8.com].夜孔雀.HD.720p.国语中字.rmvb
猫王与尼克松,ftp://ygdy8:ygdy8@y153.dydytt.net:8140/[阳光电影www.ygdy8.com].猫王与尼克松.BD.720p.中英双字幕.rmvb
刑警兄弟,ftp://ygdy8:ygdy8@y153.dydytt.net:8134/[阳光电影www.ygdy8.com].刑警兄弟.BD.720p.国粤双语中字.mkv
分歧者3：忠诚世界,ftp://ygdy8:ygdy8@y219.dydytt.net:9135/[阳光电影www.ygdy8.com].分歧者3：忠诚世界.BD.720p.中英双字幕.rmvb
荣耀法则/荣誉代码,ftp://ygdy8:ygdy8@y219.dydytt.net:8104/[阳光电影www.ygdy8.com].荣耀法则.BD.720p.中英双字幕.rmvb
爱宠大机密,ftp://ygdy8:ygdy8@y219.dydytt.net:8191/[阳光电影www.ygdy8.com].爱宠大机密.BD.720p.英国粤三语.中英双字幕.mkv
幻梦墓园,ftp://ygdy8:ygdy8@y219.dydytt.net:9133/[阳光电影www.ygdy8.com].幻梦墓园.BD.720p.中文字幕.rmvb
超脑48小时,ftp://ygdy8:ygdy8@y219.dydytt.net:9132/[阳光电影www.ygdy8.com].超脑48小时.HD.720p.国英双语中字.mkv
硬核亨利/爆机特攻,ftp://ygdy8:ygdy8@y219.dydytt.net:8119/[阳光电影www.ygdy8.com].硬核亨利.BD.720p.中英双字幕.rmvb
蝙蝠侠大战超人：正义黎明 导演剪辑版,ftp://ygdy8:ygdy8@y153.dydytt.net:9078/[阳光电影www.ygdy8.com].蝙蝠侠大战超人：正义黎明(导演剪辑版).HD.720p.中英双字幕.rmvb
记忆迷局,ftp://ygdy8:ygdy8@y219.dydytt.net:8105/[阳光电影www.ygdy8.com].记忆迷局.BD.720p.中英双字幕.rmvb
名侦探洪吉童：消失的村庄,ftp://ygdy8:ygdy8@y219.dydytt.net:9212/[阳光电影www.ygdy8.com].名侦探洪吉童：消失的村庄.BD.720p.韩语中字.rmvb
宾虚/宾汉,ftp://ygdy8:ygdy8@y219.dydytt.net:9211/[阳光电影www.ygdy8.com].宾虚(2016版).BD.720p.中英双字幕.mkv
自杀小队加长版,ftp://ygdy8:ygdy8@y153.dydytt.net:8212/[阳光电影www.ygdy8.com].自杀小队加长版.BD.720p.中英双字幕.mkv
致命邻居,ftp://ygdy8:ygdy8@y153.dydytt.net:9161/[阳光电影www.ygdy8.com].致命邻居.BD.720p.中英双字幕.rmvb
大唐玄奘,ftp://ygdy8:ygdy8@y219.dydytt.net:8103/[阳光电影www.ygdy8.com].大唐玄奘.HD.720p.国语中字.rmvb
我的老婆是明星,ftp://ygdy8:ygdy8@y153.dydytt.net:8130/[阳光电影www.ygdy8.com].我的老婆是明星.BD.720p.国粤双语中字.mkv
澳门风云3,ftp://ygdy8:ygdy8@y153.dydytt.net:8132/[阳光电影www.ygdy8.com].澳门风云3.BD.720p.国粤双语中字.mkv
威士忌、探戈、狐步舞,ftp://ygdy8:ygdy8@y153.dydytt.net:8127/[阳光电影www.ygdy8.com].威士忌、探戈、狐步舞.HD.720p.中英双字幕.rmvb
老爸上战场,ftp://ygdy8:ygdy8@y153.dydytt.net:8128/[阳光电影www.ygdy8.com].老爸上战场.BD.720p.中英双字幕.rmvb
北京遇上西雅图之不二情书,ftp://ygdy8:ygdy8@y219.dydytt.net:8100/[阳光电影www.ygdy8.com].北京遇上西雅图之不二情书.HD.720p.国语中字.rmvb
猎神：冬日之战,ftp://ygdy8:ygdy8@y219.dydytt.net:8099/[阳光电影www.ygdy8.com].猎神：冬日之战.HD.720p.中英双字幕.rmvb
反恐999,ftp://ygdy8:ygdy8@y153.dydytt.net:8111/[阳光电影www.ygdy8.com].反恐999.BD.720p.中英双字幕.rmvb
超级名模2/名模大间谍2,ftp://ygdy8:ygdy8@y219.dydytt.net:9107/[阳光电影www.ygdy8.com].超级名模2.BD.720p.中英双字幕.rmvb
疯狂动物城,ftp://ygdy8:ygdy8@y219.dydytt.net:9111/[阳光电影www.ygdy8.com].疯狂动物城.BD.720p.中英双字幕.rmvb
夏洛特烦恼,ftp://ygdy8:ygdy8@y219.dydytt.net:9104/[阳光电影www.ygdy8.com].夏洛特烦恼.BD.720p.国语中字.rmvb
神战：权力之眼,ftp://ygdy8:ygdy8@y219.dydytt.net:9109/[阳光电影www.ygdy8.com].神战：权力之眼.BD.720p.中英双字幕.rmvb
傲慢与偏见与僵尸,ftp://ygdy8:ygdy8@y153.dydytt.net:9057/[阳光电影www.ygdy8.com].傲慢与偏见与僵尸.BD.720p.中英双字幕.rmvb
七号少年/七号男孩,ftp://ygdy8:ygdy8@y219.dydytt.net:9106/[阳光电影www.ygdy8.com].七号少年.BD.720p.中英双字幕.rmvb
地狱之门：耶路撒冷,ftp://ygdy8:ygdy8@y153.dydytt.net:8102/[阳光电影www.ygdy8.com].地狱之门：耶路撒冷.BD.720p.中英双字幕.rmvb
我的特工爷爷,ftp://ygdy8:ygdy8@y153.dydytt.net:9054/[阳光电影www.ygdy8.com].我的特工爷爷.BD.720p.国语中字.mkv
树大招风,ftp://ygdy8:ygdy8@y153.dydytt.net:8131/[阳光电影www.ygdy8.com].树大招风.BD.720p.国粤双语中字.mkv
疯狂动物城,ftp://ygdy8:ygdy8@y153.dydytt.net:8108/[阳光电影www.ygdy8.com].疯狂动物城.HD.720p.国语中字.rmvb
爱情的选择,ftp://ygdy8:ygdy8@y153.dydytt.net:9055/[阳光电影www.ygdy8.com].爱情的选择.BD.720p.中英双字幕.rmvb
荒野猎人,ftp://ygdy8:ygdy8@y219.dydytt.net:9094/[阳光电影www.ygdy8.com].荒野猎人.BD.720p.中英双字幕.rmvb
伦敦陷落/白宫沦陷2,ftp://ygdy8:ygdy8@y153.dydytt.net:8106/[阳光电影www.ygdy8.com].伦敦陷落.HD.720p.中文字幕.rmvb
鹿角男孩杀人事件,ftp://ygdy8:ygdy8@y219.dydytt.net:8073/[阳光电影www.ygdy8.com].鹿角男孩杀人事件.BD.720p.中英双字幕.rmvb
美人鱼,ftp://ygdy8:ygdy8@y153.dydytt.net:9050/[阳光电影www.ygdy8.com].美人鱼.HD.720p.国语中字.rmvb
真相禁区,ftp://ygdy8:ygdy8@y153.dydytt.net:8056/[阳光电影www.ygdy8.com].真相禁区.HD.720p.国语中字.rmvb
面纱,ftp://ygdy8:ygdy8@y219.dydytt.net:9090/[阳光电影www.ygdy8.com].面纱.BD.720p.中英双字幕.rmvb
奔爱,ftp://ygdy8:ygdy8@y219.dydytt.net:8024/[阳光电影www.ygdy8.com].奔爱.HD.720p.国语中字.rmvb
踏血寻梅,ftp://ygdy8:ygdy8@y153.dydytt.net:8095/[阳光电影www.ygdy8.com].踏血寻梅.BD.720p.国粤双语中字.mkv
复仇盛宴,ftp://ygdy8:ygdy8@y219.dydytt.net:9101/[阳光电影www.ygdy8.com].复仇盛宴.BD.720p.中英双字幕.rmvb
恶人报喜/恶人不坏,ftp://ygdy8:ygdy8@y219.dydytt.net:9057/[阳光电影www.ygdy8.com].恶人报喜.HD.720p.国语中字.rmvb
恶棍天使,ftp://ygdy8:ygdy8@y153.dydytt.net:8055/[阳光电影www.ygdy8.com].恶棍天使.HD.720p.国语中字.rmvb
一切都好,ftp://ygdy8:ygdy8@y219.dydytt.net:9056/[阳光电影www.ygdy8.com].一切都好.HD.720p.国语中字.rmvb
史努比：花生大电影,ftp://ygdy8:ygdy8@y153.dydytt.net:8053/[阳光电影www.ygdy8.com].史努比：花生大电影.BD.720p.中英双字幕.rmvb
海洋深处,ftp://ygdy8:ygdy8@y219.dydytt.net:9055/[阳光电影www.ygdy8.com].海洋深处.BD.720p.中英双字幕.rmvb
布鲁克林/爱在他乡,ftp://ygdy8:ygdy8@y219.dydytt.net:9053/[阳光电影www.ygdy8.com].布鲁克林.BD.720p.中英双字幕.rmvb
房间,ftp://ygdy8:ygdy8@y153.dydytt.net:8049/[阳光电影www.ygdy8.com].房间.BD.720p.中英双字幕.rmvb
老炮儿,ftp://ygdy8:ygdy8@y153.dydytt.net:8052/[阳光电影www.ygdy8.com].老炮儿.HD.720p.国语中字.rmvb
冰河追凶,ftp://ygdy8:ygdy8@y219.dydytt.net:8074/[阳光电影www.ygdy8.com].冰河追凶.HD.720p.国语中字.rmvb
进击的巨人真人版：前篇,ftp://ygdy8:ygdy8@y219.dydytt.net:9046/[阳光电影www.ygdy8.com].进击的巨人真人版：前篇.BD.720p.中文字幕.rmvb
摩天大楼,ftp://ygdy8:ygdy8@y219.dydytt.net:9099/[阳光电影www.ygdy8.com].摩天大楼.BD.720p.中英双字幕.rmvb
奎迪/金牌拳手,ftp://ygdy8:ygdy8@y219.dydytt.net:9048/[阳光电影www.ygdy8.com].奎迪.BD.720p.中英双字幕.rmvb
丹麦女孩,ftp://ygdy8:ygdy8@y153.dydytt.net:8050/[阳光电影www.ygdy8.com].丹麦女孩.BD.720p.中英双字幕.rmvb
助产士,ftp://ygdy8:ygdy8@y219.dydytt.net:8019/[阳光电影www.ygdy8.com].助产士.BD.720p.中英双字幕.rmvb
唐人街探案,ftp://ygdy8:ygdy8@y153.dydytt.net:8165/[阳光电影www.ygdy8.com]唐人街探案.HD.720p.国语中字.rmvb
卡罗尔,ftp://ygdy8:ygdy8@y219.dydytt.net:9052/[[阳光电影www.ygdy8.com].卡罗尔.BD.720p.中英双字幕.rmvb
极限挑战之皇家宝藏,ftp://ygdy8:ygdy8@y219.dydytt.net:9047/[阳光电影www.ygdy8.com].极限挑战之皇家宝藏.HD.720p.国语中字.rmvb
聚焦/焦点追击,ftp://ygdy8:ygdy8@y153.dydytt.net:8038/[阳光电影www.ygdy8.com].聚焦.BD.720p.中英双字幕.rmvb
剩者为王,ftp://ygdy8:ygdy8@y153.dydytt.net:8040/[阳光电影www.ygdy8.com].剩者为王.BD.720p.国语中字.rmvb
恐龙当家,ftp://ygdy8:ygdy8@y219.dydytt.net:9042/[阳光电影www.ygdy8.com].恐龙当家.BD.720p.中英双字幕.rmvb
哪一天我们会飞,ftp://ygdy8:ygdy8@y219.dydytt.net:9040/[阳光电影www.ygdy8.com].哪一天我们会飞.BD.720p.国粤双语中字.mkv
史蒂夫·乔布斯,ftp://ygdy8:ygdy8@y153.dydytt.net:8042/[阳光电影www.ygdy8.com].史蒂夫&middot;乔布斯.BD.720p.中英双字幕.rmvb
